,LIR,LPeak,errLPeak,errLIR
445,17439045440.50502,149.38318449491084,7.123058853403131,1168860422.0280507
446,27205412276.660988,126.35231267263248,5.9379826977756816,1421855668.1468182
447,187354087307.8177,120.21215465362594,7.350281594457354,12483042700.242414
448,51924136112.03584,122.77436321802963,7.185847623830924,3426988303.8587236
449,9033856802.94075,134.57558050337667,7.97394558443139,550811029.6511664
450,27898415721.164665,118.2034605937243,7.807756638783956,1832639337.3171427
451,773746583.0257549,63.93971131921774,3.2178049463854475,47557578.597208016
452,21067087091.174553,111.37941711757675,6.442595514923357,1167736199.9226117
453,37444435331.36781,131.58912841513538,5.767592731929733,2202257627.19169
454,14715124890.300644,151.00556617649298,6.737297154585681,851810700.0454869
455,11832495211.184765,148.44823951711834,7.513035177344315,870457294.3623765
456,44683594389.724365,119.25222588731408,5.601128872092544,2747015530.0443077
457,344698092697.7291,83.21973612158318,4.870888645722734,23818683911.771133
458,7865944617.344801,100.0982984950921,6.578043708609675,467440781.07893395
459,4688048482.301424,163.2977663684793,11.18180364317142,399464545.3210031
460,209576826527.6344,114.86972364089178,6.313780096889702,18008062897.54903
461,61487388487.61255,116.69821471500569,10.600155204036408,6185245838.742188
462,16064101830.859402,133.46199326804236,7.56040784486559,941270880.7548074
463,19406171701.569054,130.31330551523016,7.139387003695709,1203379131.3157098
464,1750741557782.3442,92.71040583864735,10.310005564204452,119470217441.68713
465,8133210839.946964,158.35948956548467,12.296740415938103,742226329.1625193
466,11475230287.104393,147.20178529895836,14.632260893126984,1863144957.2700553
467,296800936291.29645,104.80762176268985,4.667740284082401,18192587219.675037
468,37038372945.141624,124.6724166735238,5.963397925842491,2413433461.1456594
469,6730404966.937231,140.72848148116898,7.492178525030558,497783195.4218981
470,21990905497.987854,92.37059083258981,5.213730916633431,1247022056.080313
471,1560672207.711178,147.98514697786158,7.123524209732318,102921804.98081213
472,7369024363.607146,115.72690681251642,6.779098937831356,426434701.64408
473,70068181851.79344,118.58585906500308,6.296116682799771,4261648454.9895577
474,101600833245.7179,117.48023355537545,5.734644437442225,6523226760.487496
475,85682464905.20143,126.55059214206356,6.749605568403939,6204163626.581318
476,40570117104.68419,122.66231615617684,6.583823287567808,2509658113.4744244
477,7475447841.940649,143.12622554281717,8.970178423841878,600204539.6916862
478,11831563275.72602,126.39191884465384,6.573222653465216,655843485.7890216
479,88114042452.40462,111.59519595392366,6.029018386694395,5366451365.218955
480,10781112292.502829,124.0205282884081,7.081218869638389,797451416.7351968
481,42467678989.49749,113.89631128028851,6.021700404004503,2932339823.58736
482,20785760563.943085,118.30750628816986,6.170626385826284,1326623072.4925256
483,31871076514.224052,107.31817254960883,4.895183841927403,1708574510.0303266
484,156860005360.43912,108.18196570563104,7.080704026664338,15305562690.107744
485,33574882706.267445,118.13419840799175,6.0315614607838155,1893007400.9484458
486,7833171842.235786,128.56815920142168,6.689586539575013,620557683.6081233
487,36403806857.56368,119.39346904662413,6.418776636659819,2313733935.831649
488,327910914947.91943,83.04833343576169,4.49917586049386,21999039676.763905
